,title,link
29,arcUP1671安政年間・・貞信〈1〉「都名所之内」「三条大はし」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1671.jpg
30,arcUP1672安政年間・・貞信〈1〉「都名所之内」「竜安寺雪曙」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1672.jpg
31,arcUP1673安政年間・・貞信〈1〉「都名所之内」「四条橋より縄手通大和橋を望」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1673.jpg
32,arcUP1674安政年間・・貞信〈1〉「都名所之内」「御室仁和寺花盛」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1674.jpg
33,arcUP1675安政年間・・貞信〈1〉「都名所之内」「円山安養寺夜景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1675.jpg
34,arcUP1676安政年間・・貞信〈1〉「都名所之内」「三十三間堂後堂之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1676.jpg
35,arcUP2549安政年間・・貞信〈1〉「都名所之内」「伏見稲荷社」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2549.jpg
36,arcUP2550安政年間・・貞信〈1〉「都名所之内」「東福寺通天橋」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2550.jpg
37,arcUP2551安政年間・・貞信〈1〉「都名所之内」「三十三間堂後堂之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2551.jpg
38,arcUP2552安政年間・・貞信〈1〉「都名所之内」「高台寺秋之景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2552.jpg
39,arcUP2553安政年間・・貞信〈1〉「都名所之内」「西大谷眼鏡橋」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2553.jpg
40,arcUP2554安政年間・・貞信〈1〉「都名所之内」「音羽山清水寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2554.jpg
41,arcUP2555安政年間・・貞信〈1〉「都名所之内」「黒谷金戒光明寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2555.jpg
42,arcUP2556安政年間・・貞信〈1〉「都名所之内」「真如堂楓林」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2556.jpg
43,arcUP2557安政年間・・貞信〈1〉「都名所之内」「南禅寺大燈炉」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2557.jpg
44,arcUP2558安政年間・・貞信〈1〉「都名所之内」「吉田山神楽岡」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2558.jpg
45,arcUP2559安政年間・・貞信〈1〉「都名所之内」「知恩院本堂に傘を見る」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2559.jpg
46,arcUP2560安政年間・・貞信〈1〉「都名所之内」「円山安養寺夜景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2560.jpg
47,arcUP2561安政年間・・貞信〈1〉「都名所之内」「祇園大鳥居」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2561.jpg
48,arcUP2562安政年間・・貞信〈1〉「都名所之内」「祇園社西門」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2562.jpg
49,arcUP2563安政年間・・貞信〈1〉「都名所之内」「四条橋河原夕涼」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2563.jpg
50,arcUP2564安政年間・・貞信〈1〉「都名所之内」「四条橋より縄手通大和橋を望」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2564.jpg
51,arcUP2565安政年間・・貞信〈1〉「都名所之内」「如意嶽大文字」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2565.jpg
52,arcUP2566安政年間・・貞信〈1〉「都名所之内」「比叡山山上より湖水を望」「三上山」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2566.jpg
53,arcUP2567安政年間・・貞信〈1〉「都名所之内」「三条大はし」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2567.jpg
54,arcUP2568安政年間・・貞信〈1〉「都名所之内」「北野天満宮境内」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2568.jpg
55,arcUP2569安政年間・・貞信〈1〉「都名所之内」「金閣寺雪景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2569.jpg
56,arcUP2570安政年間・・貞信〈1〉「都名所之内」「妙心寺雪江松」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2570.jpg
57,arcUP2571安政年間・・貞信〈1〉「都名所之内」「竜安寺雪曙」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2571.jpg
58,arcUP2572安政年間・・貞信〈1〉「都名所之内」「御室仁和寺花盛」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2572.jpg
59,arcUP2573安政年間・・貞信〈1〉「都名所之内」「広沢池秋の月」「遍照寺山」「いけ浦」「愛宕山」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2573.jpg
60,arcUP2574安政年間・・貞信〈1〉「都名所之内」「高雄奥の院庭中」「清滝川」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2574.jpg
61,arcUP2575安政年間・・貞信〈1〉「都名所之内」「栂尾門前雨中」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2575.jpg
62,arcUP2576安政年間・・貞信〈1〉「都名所之内」「愛宕山之図」「清滝川」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2576.jpg
63,arcUP2577安政年間・・貞信〈1〉「都名所之内」「嵐山三軒家より眺望」「となせの滝」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2577.jpg
64,arcUP1661安政年間・・貞信〈1〉「都名所之内」「島原出口光景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1661.jpg
65,arcUP2578安政年間・・貞信〈1〉「都名所之内」「島原出口光景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2578.jpg
66,arcUP1677天保・・広重〈1〉「京都名所之内」「金閣寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1677.jpg
67,arcUP1760安政年間・・芳梅「滑稽都名所」「三十三間堂」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1760.jpg
68,arcUP1761安政年間・・芳梅「滑稽都名所」「黒谷」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1761.jpg
69,arcUP1762安政年間・・芳梅「滑稽都名所」「銀閣寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1762.jpg
70,arcUP1763安政年間・・芳梅「滑稽都名所」「耳塚」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1763.jpg
71,arcUP1764安政年間・・芳梅「滑稽都名所」「東寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1764.jpg
72,arcUP1765安政年間・・芳梅「滑稽都名所」「真葛原」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1765.jpg
73,arcUP1766安政年間・・芳梅「滑稽都名所」「内裏」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1766.jpg
74,arcUP1767安政年間・・芳梅「滑稽都名所」「吉田」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1767.jpg
75,arcUP1768安政年間・・芳梅「滑稽都名所」「大仏」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1768.jpg
76,arcUP1769安政年間・・芳梅「滑稽都名所」「平野」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1769.jpg
77,arcUP1770安政年間・・芳梅「滑稽都名所」「百万遍」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1770.jpg
78,arcUP3433安政年間・・芳梅「滑稽都名所」「鞍馬山」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP3433.jpg
79,arcUP3434安政年間・・芳梅「滑稽都名所」「高台寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP3434.jpg
80,arcUP3435安政年間・・芳梅「滑稽都名所」「広沢」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP3435.jpg
81,arcUP3436安政年間・・芳梅「滑稽都名所」「竜安寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP3436.jpg
82,arcUP3437安政年間・・芳梅「滑稽都名所」「清水寺」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP3437.jpg
83,arcUP1821万延０１・・無款「都名所百景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP1821.jpg
84,arcUP2016安政０６・08・広重〈2〉「諸国名所百景」「京都祇園祭礼」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2016.jpg
85,arcUP2022昭和０５・・野村芳光「京洛名所」「二条橋より大文字を望む」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2022.jpg
86,arcUP2236昭和前期・・亀井藤兵衛「東福寺通天橋」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2236.jpg
87,arcUP2237昭和前期・・亀井藤兵衛「祇園春宵」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2237.jpg
88,arcUP2238昭和前期・・亀井藤兵衛「京都大仏殿大鐘楼」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2238.jpg
89,arcUP2239昭和前期・・亀井藤兵衛「大文字山」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2239.jpg
90,arcUP2240昭和前期・・亀井藤兵衛「銀閣寺新緑」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2240.jpg
91,arcUP2241昭和前期・・亀井藤兵衛「島原大門出口ノ柳」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2241.jpg
92,arcUP2242昭和前期・・亀井藤兵衛「三十三間堂」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2242.jpg
93,arcUP2243昭和前期・・亀井藤兵衛「嵐山渡月橋の夏雨」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2243.jpg
94,arcUP2244昭和前期・・亀井藤兵衛「伏見稲荷お山みち」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2244.jpg
95,arcUP2245昭和前期・・亀井藤兵衛「清水寺秋色」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2245.jpg
96,arcUP2354a明治２７・03・無款「平安　諸大家名所画譜」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2354a.jpg
97,arcUP2354b明治２７・03・無款「京都諸大家筆　平安諸大家名所画譜目録」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2354b.jpg
98,arcUP2355明治２７・03・応挙「平安諸大家名所画譜一」「第一応挙筆宇治橋之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2355.jpg
99,arcUP2356明治２７・03・景文「平安諸大家名所画譜ニ」「第二景文筆鳳凰堂之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2356.jpg
100,arcUP2357明治２７・03・素絢「平安諸大家名所画譜三」「第三素絢筆淀城水車之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2357.jpg
101,arcUP2358明治２７・03・岸駒「平安諸大家名所画譜四」「第四岸駒筆清水滝之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2358.jpg
102,arcUP2359明治２７・03・呉春「平安諸大家名所画譜五」「第五呉春筆詩仙堂之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2359.jpg
103,arcUP2360明治２７・03・豊彦「平安諸大家名所画譜五」「第六豊彦筆東山雨中之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2360.jpg
104,arcUP2361明治２７・03・松年「平安諸大家名所画譜七」「第七松年筆皇居之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2361.jpg
105,arcUP2362明治２７・03・楳嶺「平安諸大家名所画譜八」「第八楳嶺筆北野菅廟之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2362.jpg
106,arcUP2363明治２７・03・芳文「平安諸大家名所画譜九」「第九芳文筆宇治米かしの図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2363.jpg
107,arcUP2364明治２７・03・曽文「平安諸大家名所画譜十」「第十曽文筆比叡山ヨリ琵琶湖ヲ望図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2364.jpg
108,arcUP2365明治２７・03・松渓「平安諸大家名所画譜十一」「第十一松渓筆祇園垂糸桜ノ図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2365.jpg
109,arcUP2366明治２７・03・玉泉「平安諸大家名所画譜十二」「第十二玉泉筆八瀬之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2366.jpg
110,arcUP2254b・・無款「京都諸大家筆　平安諸大家名所画譜目録」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2254bjpg
111,arcUP2255・・応挙「平安諸大家名所画譜一」「第一応挙筆宇治橋之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2255jpg
112,arcUP2256・・景文「平安諸大家名所画譜ニ」「第二景文筆鳳凰堂之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2256jpg
113,arcUP2257・・素絢「平安諸大家名所画譜三」「第三素絢筆淀城水車之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2257jpg
114,arcUP2258・・岸駒「平安諸大家名所画譜四」「第四岸駒筆清水滝之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2258jpg
115,arcUP2259・・呉春「平安諸大家名所画譜五」「第五呉春筆詩仙堂之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2259jpg
116,arcUP2260・・豊彦「平安諸大家名所画譜五」「第六豊彦筆東山雨中之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2260jpg
117,arcUP2261・・松年「平安諸大家名所画譜七」「第七松年筆皇居之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2261jpg
118,arcUP2262・・楳嶺「平安諸大家名所画譜八」「第八楳嶺筆北野菅廟之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2262jpg
119,arcUP2263・・芳文「平安諸大家名所画譜九」「第九芳文筆宇治米かしの図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2263jpg
120,arcUP2264・・曽文「平安諸大家名所画譜十」「第十曽文筆比叡山ヨリ琵琶湖ヲ望図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2264jpg
121,arcUP2265・・松渓「平安諸大家名所画譜十一」「第十一松渓筆祇園垂糸桜ノ図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2265jpg
122,arcUP2266・・玉泉「平安諸大家名所画譜十二」「第十二玉泉筆八瀬之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2266jpg
123,arcUP2394・・重信「京」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2394.jpg
124,arcUP2395・・広重〈1〉「東海道　五十四」「五十三次大尾　京都」「三条大はし」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2395.jpg
125,arcUP2397・・広重〈1〉「五十三次名所図会　大尾　五十五」「京三条大はし」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2397.jpg
126,arcUP2398明治１８・09・芳国「京坂名所図会」「京都大社下鴨神社之図」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2398.jpg
127,arcUP2512嘉永０５・09・豊国〈3〉「江戸名所図会」「十九」「丸山　犬山道節」犬山道節〈5〉松本　幸四郎,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2512.jpg
128,arcUP2535嘉永０５・09・豊国〈3〉「江戸名所図会」「廿四」「渋谷　金王丸昌俊」金王丸昌俊〈8〉市川　団十郎,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2535.jpg
129,arcUP2583昭和０５・・野村芳光「京洛名所」「知恩院鐘楼」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2583.jpg
130,arcUP2584昭和０５・・野村芳光「京洛名所」「伏見稲荷山」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2584.jpg
131,arcUP2585昭和０５・・野村芳光「京洛名所」「八坂之塔」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2585.jpg
132,arcUP2586昭和０５・・野村芳光「京洛名所」「広沢之月」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2586.jpg
133,arcUP2587昭和０５・・野村芳光「京洛名所」「高雄秋景」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2587.jpg
134,arcUP2588昭和０５・・野村芳光「京洛名所」「加茂堤の雪」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2588.jpg
135,arcUP2734天保１３・・広重〈1〉「東都名所」「芝居町繁栄之図」－,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2734.jpg
136,arcUP2739・・広重〈1〉「諸国名所百景」「京都四条夕すゞみ」－,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2739.jpg
137,arcUP2771・・貞信〈3〉－－,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2771.jpg
138,arcUP2905・・歌麿〈2〉「諸国名所風景」「山城　淀川の引船」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2905.jpg
139,arcUP2919嘉永０６・11・芳員「東海道五十三次内」「京都」,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2919.jpg
140,arcUP2927明治０５・・一景「東京名所三十六戯撰」「さる若町」－,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2927.jpg
141,arcUP2966・・北斎「東海道五十三次」「五十五」「京都」－,https://www.arc.ritsumei.ac.jp/archive01/theater/th_image/PB/arc/Prints/arcUP/arcUP2966.jpg
